const,S.No.,Kilometers_Driven,Mileage,Engine,Power,Seats,Ageofcar,Kilometers_Driven_log,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Brand_Class_Low
1,1254,50000,19.4,1198,86.8,5,9,10.819778284410283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,958,48163,19.1,1197,82,5,5,10.782346370401418,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,1870,60000,11.5,2982,171,7,10,11.002099841204238,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3267,58000,25.8,1498,98.6,5,6,10.968198289528555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5595,40714,18.12,1995,190,5,8,10.614327292626992,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,769,73000,25,1396,69,5,5,11.198214720130528,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4310,86500,21.12,1248,88.8,5,10,11.36789969291997,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1,314,91931,18.5,1198,86.8,5,9,11.428793574640473,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,4864,32257,24.4,1120,71,5,4,10.381490352934616,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,3386,58002,19.64,1461,108.45,5,7,10.96823277169266,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,511,80227,17.92,1086,62.1,5,12,11.29261539555201,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5388,65000,22.7,1582,126.2,5,6,11.082142548877776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4759,80000,10.1,2354,152,5,15,11.289781913656018,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,4090,62542,23.9,1582,126.2,5,6,11.043593610033595,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,2543,58000,13.2,1995,170,5,8,10.968198289528555,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2955,40000,20.77,1248,88.8,7,9,10.596634733096073,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2578,37000,20.36,1197,78.9,5,10,10.518673191626359,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,503,25000,12.55,2982,168.5,7,4,10.126631103850338,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1438,42575,18.6,1197,81.83,5,6,10.659022505530887,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,4723,92250,22.7,1498,89.84,5,8,11.432257561902773,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1,208,42001,16.1,1493,93.7,5,11,10.645448706505872,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,4070,48161,15,2143,107.3,5,4,10.782304843886733,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1469,100073,25,1396,69,5,6,11.513655198649829,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,1162,54897,26.59,1248,74,5,5,10.913213981195797,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3730,58970,17.11,1968,174.33,5,6,10.98478411899455,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,888,47000,21.64,1461,84.8,5,8,10.757902880692196,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,715,38998,16.07,1995,181,4,8,10.571265641745534,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,5384,36000,17.57,1193,88.7,5,7,10.491274217438248,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,310,29000,17.9,2143,201.15,5,4,10.275051108968613,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1899,42000,17,1197,80,5,6,10.645424897265503,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5127,44000,19.15,1198,75.94,5,10,10.691944912900398,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,4421,12000,14.53,1798,138,5,6,9.392661928770137,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2039,70600,20.36,1197,78.9,5,11,11.164785423481334,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1219,46125,12,2354,187.4,5,8,10.739110381342828,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1,5683,58000,15.8,1499,110,5,8,10.968198289528555,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2820,22100,19.4,1198,86.8,5,7,10.003332887505843,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,1572,32000,22.32,1582,126.3,5,7,10.373491181781864,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,1088,29000,14.74,2993,270.9,5,9,10.275051108968613,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,863,72000,20.34,1498,103.2,5,7,11.184421397998193,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,2038,60000,21.1,814,55.2,5,9,11.002099841204238,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,4922,17000,15.2,1968,140.8,5,13,9.740968623038354,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,3792,30000,21.1,814,55.2,5,5,10.308952660644293,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2509,11000,16.1,1950,194,5,3,9.305650551780507,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,3334,84000,23.59,1364,67.04,5,8,11.338572077825448,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1576,42277,24,1186,73.97,5,7,10.651998481932177,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,214,8500,20.51,998,67,5,5,9.047821442478408,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1371,65900,22.32,1582,126.32,5,9,11.095893720490599,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1135,76000,26.3,998,67.1,5,10,11.238488619268468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2008,67000,13.68,2393,147.8,7,4,11.112447898373103,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4397,47774,18.9,1197,82,5,4,10.774236837439904,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,4685,20488,16.09,1598,103.5,5,3,9.927594627879364,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1,692,35000,20.36,1197,78.9,5,10,10.46310334047155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,2298,85000,16.55,1968,147.51,5,10,11.350406535472453,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5250,38000,13.9,1599,103.2,5,13,10.545341438708524,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1,4250,48233,13.4,1794,125,5,13,10.783798713077552,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1,4475,52000,17.1,1591,121.3,5,8,10.858998997563564,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,575,83072,17,1086,62.1,5,15,11.327462980623707,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5863,48600,12,2987,224,7,6,10.791378809888585,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,4842,7000,16.47,1198,74,5,7,8.853665428037448,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,1570,29813,14.74,1991,181.03,5,10,10.302699818978525,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,4598,45000,25.2,1248,74,5,6,10.714417768752456,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,693,22732,18.1,3498,306,2,5,10.031528902417012,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5826,65792,26,1498,98.6,5,4,11.094253529374782,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,182,51000,22.48,1995,190,5,7,10.839580911706461,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5916,50000,13.2,1495,94,5,16,10.819778284410283,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,5862,67000,16.78,1496,88.73,5,8,11.112447898373103,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1,4379,58000,16.55,1968,140,5,10,10.968198289528555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5121,58000,18.5,1197,80,5,11,10.968198289528555,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
1,283,48000,17,1896,105,5,12,10.778956289890028,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,639,7000,20.89,1197,81.8,5,4,8.853665428037448,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,3839,117236,11.8,2720,190,7,9,11.671944276194349,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1,1233,36884,13,2143,204,5,4,10.515533131659033,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,4445,97000,12.55,2982,169,7,7,11.482466257485518,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,438,55100,18.9,998,67.1,5,14,10.916904995141008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5145,143000,14.2,1341,82.9,5,14,11.870599909242046,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
1,294,58006,15,1896,105,5,9,10.968301732454014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1908,49000,16.73,2495,218,5,9,10.799575577092764,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1052,49000,19.27,2143,170,5,11,10.799575577092764,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,2078,105000,16.55,1968,140,5,10,11.561715629139659,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,545,77652,12.6,1586,103.2,5,12,11.259992584845266,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1597,135000,17.8,1248,75,5,11,11.813030057420569,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1,4512,59350,19.1,1197,85.8,5,8,10.991207400037815,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,1016,80000,15.1,2179,140,7,7,11.289781913656018,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3871,75000,23.4,1248,74,5,5,11.225243392518447,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4209,27279,17.4,1497,117.3,5,4,10.213872454394023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,4235,80000,18.9,998,67.1,5,10,11.289781913656018,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5171,65850,25.1,1498,98.6,5,4,11.095134707171429,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,275,31025,28.4,1248,74,5,3,10.342548610072807,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2133,92000,13.6,2523,63,7,14,11.429543856031176,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1,5239,72000,14.16,1968,174.3,5,8,11.184421397998193,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3816,112719,12.4,2698,179.5,5,10,11.63265327499311,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4669,50000,16.77,2967,241.38,5,13,10.819778284410283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,111,38053,15.1,1196,73,5,4,10.546735203808645,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1423,21000,19,1199,88.7,5,5,9.952277716705561,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,223,107000,21.03,1461,65,5,8,11.580584113444045,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3186,62788,18.9,1197,81.86,5,4,11.047519251395096,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,83,70337,20,1399,68,5,9,11.161053255132654,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3390,29500,15.97,2993,258,7,6,10.292145542327912,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,468,46000,17.92,1086,62.1,5,13,10.736396675471232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1,5285,17000,23.1,998,67.04,5,4,9.740968623038354,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,561,35000,19.2,1461,65,5,14,10.46310334047155,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5052,42000,27.62,793,47,5,6,10.645424897265503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3616,40000,20.77,1248,88.8,7,6,10.596634733096073,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2732,83000,23.4,1248,74,5,9,11.326595886778733,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2846,73783,13.7,1798,157.75,5,10,11.208883631749874,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,2576,91586,11.18,2696,184,7,7,11.425033700553293,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,663,78600,12.8,2494,102,7,9,11.272126978417294,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,723,100000,18.88,1995,184,5,6,11.512925464970227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5174,4000,24.7,796,47.3,5,5,8.294049640102028,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,2385,17000,13.45,1086,62.1,5,10,9.740968623038354,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,5417,57000,19.01,1461,108.45,5,8,10.950806546816688,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,1458,4700,25.4,624,37.48,4,8,8.455317787698151,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,1245,17585,19.16,2494,157.7,5,3,9.774801544908083,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,5716,95150,17.3,993,60,5,23,11.463209872724295,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
1,1975,282000,13.14,1798,160,5,9,12.549662349920249,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,2703,89869,12.7,2609,116.6,8,15,11.406108333406804,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,5873,47200,17,1086,62.1,5,15,10.762149171573649,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
1,319,138000,17.1,1396,70,5,13,11.83500896413934,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
1,3364,51000,20.36,1197,78.9,5,7,10.839580911706461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1461,45000,17.32,1968,184,5,5,10.714417768752456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2621,89326,17.8,1399,68,5,15,11.400047877903113,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1,2904,75000,11,2987,198.5,5,14,11.225243392518447,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2797,58671,17.01,1582,126.2,5,5,10.97970084626076,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,5903,15234,19.12,1373,91.1,5,4,9.631285050932734,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,4425,130000,13.1,2499,141,7,14,11.77528972943772,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,6005,37208,24.3,1248,88.5,5,5,10.524279070903932,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1,6017,46000,18.9,998,67.1,5,8,10.736396675471232,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,2498,61700,14.8,1799,130.2,5,11,11.030039209893479,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,697,64798,13.68,2393,147.8,7,4,11.079030017666526,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4405,97320,14.4,1598,103.6,5,10,11.485759796897456,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4792,242000,11.5,2982,171,7,11,12.396693005138824,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2690,55000,11.8,2967,246.7,5,12,10.915088464214607,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4476,58000,11.72,2199,194.3,7,7,10.968198289528555,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,331,28503,19,1199,88.7,5,5,10.25776462387486,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,5025,65000,26,1498,98.6,5,6,11.082142548877776,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3649,300000,17,1405,70,5,13,12.61153775363834,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5196,41000,18.6,1197,81.83,5,6,10.621327345686446,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,2306,45000,14.7,2993,241.4,6,11,10.714417768752456,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3998,120000,12.7,2609,116.6,8,16,11.695247021764185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,5272,17665,15.8,1591,121.3,5,3,9.779340559793246,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,3737,28052,18.9,1197,82,5,4,10.241815209656801,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,353,68000,22.7,1498,89.84,5,7,11.127262984158245,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,1668,52000,13,2143,204,5,7,10.858998997563564,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,3181,52000,22.5,998,67.04,5,7,10.858998997563564,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,891,48000,25.8,1498,98.6,5,6,10.778956289890028,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5735,118683,21,1461,64.1,5,9,11.684211352143919,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1,2314,28005,17.8,1497,117.3,5,6,10.240138344643931,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,4713,122800,25.01,1498,89.75,5,7,11.71831229469518,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2378,50808,24.2,1498,98.6,7,4,10.83580910148281,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,85,52000,17.8,1497,117.3,5,12,10.858998997563564,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1928,55100,17.01,1582,126.2,5,5,10.916904995141008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4746,68000,18.9,998,67.1,5,10,11.127262984158245,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5951,48094,17,1497,118,5,7,10.780912708188417,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
1,5725,120000,20,1968,138.1,5,8,11.695247021764185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,501,80000,12.1,2362,164.7,5,13,11.289781913656018,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1,2933,75000,12.99,2494,100.6,8,6,11.225243392518447,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5818,56927,13.5,1799,130,5,12,10.949525024262934,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2726,70000,16.8,1493,110,5,10,11.156250521031497,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1300,120000,12.8,2494,102,7,9,11.695247021764185,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4271,62000,16.8,1497,118,5,11,11.034889664027231,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2604,15000,16.82,1998,189.08,4,5,9.615805480084347,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4966,87143,12.99,2494,100,8,7,11.3753057264371,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,630,30441,15.9,1298,85,5,14,10.323545662947193,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5144,20000,20.36,1197,78.9,5,6,9.903487552536127,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,3655,22000,19.5,1582,126.24,5,5,9.998797732340453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2524,101000,17.3,1061,64,5,18,11.522875795823396,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1,2206,35000,17,1197,80,5,6,10.46310334047155,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,3020,80000,12.6,1991,112,7,15,11.289781913656018,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1,1446,65000,11.7,1796,178,5,11,11.082142548877776,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,3185,69000,23.08,1461,63.1,5,8,11.141861783579397,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,4489,60334,25.8,1498,98.6,5,6,11.007651071242563,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,889,51530,18.9,998,67.1,5,6,10.84991944132227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2057,65000,13.6,1991,142,5,12,11.082142548877776,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1,4137,31000,20.36,1197,78.9,5,9,10.341742483467284,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,362,130000,23.4,1248,74,5,6,11.77528972943772,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,1189,30000,16.8,1497,116.3,5,7,10.308952660644293,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1,4564,60000,24.4,1120,71,5,7,11.002099841204238,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2971,91000,21.1,814,55.2,5,6,11.418614785498988,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5932,5700,24.7,796,47.3,5,5,8.648221453822641,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1941,66000,15.3,2993,258,5,9,11.097410021008564,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,590,55000,20.45,1461,83.8,5,7,10.915088464214607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,2681,54000,18.2,3597,262.6,5,11,10.896739325546413,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1734,32000,23.4,1248,74,5,7,10.373491181781864,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,882,66770,20.36,1197,78.9,5,11,11.109009156851917,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1,3953,3000,19,1199,88.7,5,3,8.006367567650246,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,3736,43698,18.9,1197,82,5,3,10.685057613445972,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,4232,34000,20.51,998,67,5,4,10.434115803598301,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,4655,61000,18.6,1388,67,5,7,11.018629143155449,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,1143,23000,17.8,1248,74,5,8,10.043249494911286,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1579,50000,18.9,1197,82,5,6,10.819778284410283,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2716,80064,22.7,1498,89.84,5,6,11.290581593826586,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,4626,67000,27.3,1498,98.6,5,6,11.112447898373103,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,5530,59885,12.39,2179,147.51,5,7,11.000181335381606,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,5868,51240,8.2,2993,245,4,7,10.84427575601067,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,5313,20000,18.53,1968,187.74,5,6,9.903487552536127,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5328,47000,22.69,1995,190,5,6,10.757902880692196,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5921,21000,13,2143,204,5,5,9.952277716705561,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,5824,52000,18.9,998,67.1,5,9,10.858998997563564,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,5742,27000,21.4,1197,83.1,5,4,10.203592144986468,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,4945,138205,11.5,2982,171,7,12,11.836493369111318,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
1,5773,52000,15.5,1586,103.3,5,10,10.858998997563564,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,2105,86000,22.74,796,47.3,5,8,11.362102575235644,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1820,27000,17.5,1298,85.8,5,6,10.203592144986468,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
